timestamp,Kp,Ki,Kd,yaw_error,steer_correction,acelerador,brake,target_y,vehicle_y,target_x,vehicle_x,eror_x,error_y
02-07-2025 12:11:15.024,0.05,0.001,0.02,-0.011688823960110284,-0.0033588359398598485,0.5,0,115.6408920288086,129.41453552246094,0.0,116.58518981933594,-0.9442977905273438,0.0067138671875
02-07-2025 12:11:15.042,0.05,0.001,0.02,-0.00935998312890618,-0.003024911246147913,0.5,0,115.6408920288086,129.41627502441406,0.0,116.5434341430664,-0.9025421142578125,0.004974365234375
02-07-2025 12:11:15.061,0.05,0.001,0.02,-0.007090598583516794,-0.002982907738499165,0.5,0,115.6408920288086,129.41796875,0.0,116.50186157226562,-0.8609695434570312,0.0032806396484375
02-07-2025 12:11:15.079,0.05,0.001,0.02,-0.004880808183319374,-0.0029440125395227075,0.5,0,115.6408920288086,129.41946411132812,0.0,116.46018981933594,-0.8192977905273438,0.0017852783203125
02-07-2025 12:11:15.099,0.05,0.001,0.02,-0.0027998806820832556,-0.002994648307892499,0.5,0,115.6408920288086,129.42076110839844,0.0,116.41831970214844,-0.7774276733398438,0.00048828125
02-07-2025 12:11:15.119,0.05,0.001,0.02,-0.0007683487672984768,-0.002952359221707655,0.5,0,115.6408920288086,129.42193603515625,0.0,116.37631225585938,-0.7354202270507812,-0.0006866455078125
02-07-2025 12:11:15.137,0.05,0.001,0.02,0.001202847313887645,-0.0029261823705115063,0.5,0,115.6408920288086,129.42295837402344,0.0,116.33421325683594,-0.6933212280273438,-0.001708984375
02-07-2025 12:11:15.156,0.05,0.001,0.02,0.0031503097737224373,-0.002857237087978466,0.5,0,115.6408920288086,129.4238739013672,0.0,116.29218292236328,-0.6512908935546875,-0.00262451171875
02-07-2025 12:11:15.175,0.05,0.001,0.02,0.005109453152752241,-0.0027451776584404156,0.5,0,115.6408920288086,129.4246826171875,0.0,116.25025177001953,-0.6093597412109375,-0.0034332275390625
02-07-2025 12:11:15.194,0.05,0.001,0.02,0.007142685201606103,-0.0025544906074554947,0.5,0,115.6408920288086,129.42539978027344,0.0,116.20851135253906,-0.5676193237304688,-0.004150390625
02-07-2025 12:11:15.212,0.05,0.001,0.02,0.009287402688434199,-0.0023133174175002,0.5,0,115.6408920288086,129.42605590820312,0.0,116.16693115234375,-0.5260391235351562,-0.0048065185546875
02-07-2025 12:11:15.231,0.05,0.001,0.02,0.011547351511632442,-0.0020618499168375847,0.5,0,115.6408920288086,129.4266357421875,0.0,116.12521362304688,-0.48432159423828125,-0.0053863525390625
02-07-2025 12:11:15.249,0.05,0.001,0.02,0.014057155020035239,-0.0016362998332549784,0.5,0,115.6408920288086,129.4271697998047,0.0,116.08329772949219,-0.44240570068359375,-0.00592041015625
